"valor","unidad","vigenciadesde","vigenciahasta"
"887.3","COP","1995-07-06T00:00:00.000","1995-07-06T00:00:00.000"
"883.81","COP","1995-07-05T00:00:00.000","1995-07-05T00:00:00.000"
"880.49","COP","1995-07-04T00:00:00.000","1995-07-04T00:00:00.000"
"880.49","COP","1995-07-01T00:00:00.000","1995-07-03T00:00:00.000"
"881.23","COP","1995-06-30T00:00:00.000","1995-06-30T00:00:00.000"
"878.8","COP","1995-06-29T00:00:00.000","1995-06-29T00:00:00.000"
"875.95","COP","1995-06-28T00:00:00.000","1995-06-28T00:00:00.000"
"873.64","COP","1995-06-27T00:00:00.000","1995-06-27T00:00:00.000"
"873.64","COP","1995-06-24T00:00:00.000","1995-06-26T00:00:00.000"
"874.81","COP","1995-06-23T00:00:00.000","1995-06-23T00:00:00.000"
"875.32","COP","1995-06-22T00:00:00.000","1995-06-22T00:00:00.000"
"875.59","COP","1995-06-21T00:00:00.000","1995-06-21T00:00:00.000"
"873.91","COP","1995-06-20T00:00:00.000","1995-06-20T00:00:00.000"
"873.91","COP","1995-06-17T00:00:00.000","1995-06-19T00:00:00.000"
"872.54","COP","1995-06-16T00:00:00.000","1995-06-16T00:00:00.000"
"873.78","COP","1995-06-15T00:00:00.000","1995-06-15T00:00:00.000"
"875.28","COP","1995-06-14T00:00:00.000","1995-06-14T00:00:00.000"
"873.74","COP","1995-06-13T00:00:00.000","1995-06-13T00:00:00.000"
"871.94","COP","1995-06-10T00:00:00.000","1995-06-12T00:00:00.000"
"871.93","COP","1995-06-09T00:00:00.000","1995-06-09T00:00:00.000"
"871.02","COP","1995-06-08T00:00:00.000","1995-06-08T00:00:00.000"
"873.06","COP","1995-06-07T00:00:00.000","1995-06-07T00:00:00.000"
"874.81","COP","1995-06-06T00:00:00.000","1995-06-06T00:00:00.000"
"875.99","COP","1995-06-03T00:00:00.000","1995-06-05T00:00:00.000"
"877.22","COP","1995-06-02T00:00:00.000","1995-06-02T00:00:00.000"
"876.62","COP","1995-06-01T00:00:00.000","1995-06-01T00:00:00.000"
"876.36","COP","1995-05-31T00:00:00.000","1995-05-31T00:00:00.000"
"872.66","COP","1995-05-30T00:00:00.000","1995-05-30T00:00:00.000"
"872.66","COP","1995-05-27T00:00:00.000","1995-05-29T00:00:00.000"
"872.96","COP","1995-05-26T00:00:00.000","1995-05-26T00:00:00.000"
"870.55","COP","1995-05-25T00:00:00.000","1995-05-25T00:00:00.000"
"869.95","COP","1995-05-24T00:00:00.000","1995-05-24T00:00:00.000"
"871.11","COP","1995-05-23T00:00:00.000","1995-05-23T00:00:00.000"
"873.52","COP","1995-05-20T00:00:00.000","1995-05-22T00:00:00.000"
"875.75","COP","1995-05-19T00:00:00.000","1995-05-19T00:00:00.000"
"874.74","COP","1995-05-18T00:00:00.000","1995-05-18T00:00:00.000"
"875.17","COP","1995-05-17T00:00:00.000","1995-05-17T00:00:00.000"
"877.45","COP","1995-05-16T00:00:00.000","1995-05-16T00:00:00.000"
"879.35","COP","1995-05-13T00:00:00.000","1995-05-15T00:00:00.000"
"881.07","COP","1995-05-12T00:00:00.000","1995-05-12T00:00:00.000"
"880.25","COP","1995-05-11T00:00:00.000","1995-05-11T00:00:00.000"
"878.87","COP","1995-05-10T00:00:00.000","1995-05-10T00:00:00.000"
"881.33","COP","1995-05-09T00:00:00.000","1995-05-09T00:00:00.000"
"881.07","COP","1995-05-06T00:00:00.000","1995-05-08T00:00:00.000"
"882.24","COP","1995-05-05T00:00:00.000","1995-05-05T00:00:00.000"
"882.97","COP","1995-05-04T00:00:00.000","1995-05-04T00:00:00.000"
"880.63","COP","1995-05-03T00:00:00.000","1995-05-03T00:00:00.000"
"877.9","COP","1995-05-02T00:00:00.000","1995-05-02T00:00:00.000"
"877.9","COP","1995-04-29T00:00:00.000","1995-05-01T00:00:00.000"
"876.21","COP","1995-04-28T00:00:00.000","1995-04-28T00:00:00.000"
"875.78","COP","1995-04-27T00:00:00.000","1995-04-27T00:00:00.000"
"876.32","COP","1995-04-26T00:00:00.000","1995-04-26T00:00:00.000"
"878.2","COP","1995-04-25T00:00:00.000","1995-04-25T00:00:00.000"
"876.55","COP","1995-04-22T00:00:00.000","1995-04-24T00:00:00.000"
"877.38","COP","1995-04-21T00:00:00.000","1995-04-21T00:00:00.000"
"874.35","COP","1995-04-20T00:00:00.000","1995-04-20T00:00:00.000"
"874.37","COP","1995-04-19T00:00:00.000","1995-04-19T00:00:00.000"
"871.87","COP","1995-04-18T00:00:00.000","1995-04-18T00:00:00.000"
"866.25","COP","1995-04-15T00:00:00.000","1995-04-17T00:00:00.000"
"866.25","COP","1995-04-14T00:00:00.000","1995-04-14T00:00:00.000"
"866.25","COP","1995-04-13T00:00:00.000","1995-04-13T00:00:00.000"
"868.8","COP","1995-04-12T00:00:00.000","1995-04-12T00:00:00.000"
"866.78","COP","1995-04-11T00:00:00.000","1995-04-11T00:00:00.000"
"869.15","COP","1995-04-08T00:00:00.000","1995-04-10T00:00:00.000"
"868.96","COP","1995-04-07T00:00:00.000","1995-04-07T00:00:00.000"
"871.6","COP","1995-04-06T00:00:00.000","1995-04-06T00:00:00.000"
"874.3","COP","1995-04-05T00:00:00.000","1995-04-05T00:00:00.000"
"876.0","COP","1995-04-04T00:00:00.000","1995-04-04T00:00:00.000"
"878.18","COP","1995-04-01T00:00:00.000","1995-04-03T00:00:00.000"
"880.23","COP","1995-03-31T00:00:00.000","1995-03-31T00:00:00.000"
"876.21","COP","1995-03-30T00:00:00.000","1995-03-30T00:00:00.000"
"872.57","COP","1995-03-29T00:00:00.000","1995-03-29T00:00:00.000"
"870.14","COP","1995-03-28T00:00:00.000","1995-03-28T00:00:00.000"
"869.22","COP","1995-03-25T00:00:00.000","1995-03-27T00:00:00.000"
"868.95","COP","1995-03-24T00:00:00.000","1995-03-24T00:00:00.000"
"867.81","COP","1995-03-23T00:00:00.000","1995-03-23T00:00:00.000"
"865.89","COP","1995-03-22T00:00:00.000","1995-03-22T00:00:00.000"
"863.77","COP","1995-03-21T00:00:00.000","1995-03-21T00:00:00.000"
"863.77","COP","1995-03-18T00:00:00.000","1995-03-20T00:00:00.000"
"865.63","COP","1995-03-17T00:00:00.000","1995-03-17T00:00:00.000"
"866.4","COP","1995-03-16T00:00:00.000","1995-03-16T00:00:00.000"
"866.96","COP","1995-03-15T00:00:00.000","1995-03-15T00:00:00.000"
"865.92","COP","1995-03-14T00:00:00.000","1995-03-14T00:00:00.000"
"865.36","COP","1995-03-11T00:00:00.000","1995-03-13T00:00:00.000"
"863.06","COP","1995-03-10T00:00:00.000","1995-03-10T00:00:00.000"
"862.41","COP","1995-03-09T00:00:00.000","1995-03-09T00:00:00.000"
"861.13","COP","1995-03-08T00:00:00.000","1995-03-08T00:00:00.000"
"858.95","COP","1995-03-07T00:00:00.000","1995-03-07T00:00:00.000"
"859.65","COP","1995-03-04T00:00:00.000","1995-03-06T00:00:00.000"
"861.33","COP","1995-03-03T00:00:00.000","1995-03-03T00:00:00.000"
"858.87","COP","1995-03-02T00:00:00.000","1995-03-02T00:00:00.000"
"857.85","COP","1995-03-01T00:00:00.000","1995-03-01T00:00:00.000"
"856.99","COP","1995-02-28T00:00:00.000","1995-02-28T00:00:00.000"
"854.71","COP","1995-02-25T00:00:00.000","1995-02-27T00:00:00.000"
"855.48","COP","1995-02-24T00:00:00.000","1995-02-24T00:00:00.000"
"855.32","COP","1995-02-23T00:00:00.000","1995-02-23T00:00:00.000"
"853.63","COP","1995-02-22T00:00:00.000","1995-02-22T00:00:00.000"
"851.88","COP","1995-02-21T00:00:00.000","1995-02-21T00:00:00.000"
"849.41","COP","1995-02-18T00:00:00.000","1995-02-20T00:00:00.000"
"848.9","COP","1995-02-17T00:00:00.000","1995-02-17T00:00:00.000"
"848.52","COP","1995-02-16T00:00:00.000","1995-02-16T00:00:00.000"
"848.15","COP","1995-02-15T00:00:00.000","1995-02-15T00:00:00.000"
"846.2","COP","1995-02-14T00:00:00.000","1995-02-14T00:00:00.000"
"845.37","COP","1995-02-11T00:00:00.000","1995-02-13T00:00:00.000"
"845.73","COP","1995-02-10T00:00:00.000","1995-02-10T00:00:00.000"
"847.04","COP","1995-02-09T00:00:00.000","1995-02-09T00:00:00.000"
"848.43","COP","1995-02-08T00:00:00.000","1995-02-08T00:00:00.000"
"848.27","COP","1995-02-07T00:00:00.000","1995-02-07T00:00:00.000"
"848.82","COP","1995-02-04T00:00:00.000","1995-02-06T00:00:00.000"
"852.22","COP","1995-02-03T00:00:00.000","1995-02-03T00:00:00.000"
"855.76","COP","1995-02-02T00:00:00.000","1995-02-02T00:00:00.000"
"857.16","COP","1995-02-01T00:00:00.000","1995-02-01T00:00:00.000"
"856.41","COP","1995-01-31T00:00:00.000","1995-01-31T00:00:00.000"
"857.83","COP","1995-01-28T00:00:00.000","1995-01-30T00:00:00.000"
"859.3","COP","1995-01-27T00:00:00.000","1995-01-27T00:00:00.000"
"857.56","COP","1995-01-26T00:00:00.000","1995-01-26T00:00:00.000"
"856.65","COP","1995-01-25T00:00:00.000","1995-01-25T00:00:00.000"
"855.49","COP","1995-01-24T00:00:00.000","1995-01-24T00:00:00.000"
"855.54","COP","1995-01-21T00:00:00.000","1995-01-23T00:00:00.000"
"852.68","COP","1995-01-20T00:00:00.000","1995-01-20T00:00:00.000"
"850.26","COP","1995-01-19T00:00:00.000","1995-01-19T00:00:00.000"
"847.61","COP","1995-01-18T00:00:00.000","1995-01-18T00:00:00.000"
"846.61","COP","1995-01-17T00:00:00.000","1995-01-17T00:00:00.000"
"843.7","COP","1995-01-14T00:00:00.000","1995-01-16T00:00:00.000"
"841.52","COP","1995-01-13T00:00:00.000","1995-01-13T00:00:00.000"
"843.69","COP","1995-01-12T00:00:00.000","1995-01-12T00:00:00.000"
"840.36","COP","1995-01-11T00:00:00.000","1995-01-11T00:00:00.000"
"837.07","COP","1995-01-10T00:00:00.000","1995-01-10T00:00:00.000"
"837.07","COP","1995-01-07T00:00:00.000","1995-01-09T00:00:00.000"
"838.87","COP","1995-01-06T00:00:00.000","1995-01-06T00:00:00.000"
"838.33","COP","1995-01-05T00:00:00.000","1995-01-05T00:00:00.000"
"835.38","COP","1995-01-04T00:00:00.000","1995-01-04T00:00:00.000"
"833.18","COP","1995-01-03T00:00:00.000","1995-01-03T00:00:00.000"
"831.27","COP","1994-12-31T00:00:00.000","1995-01-02T00:00:00.000"
"831.27","COP","1994-12-30T00:00:00.000","1994-12-30T00:00:00.000"
"831.6","COP","1994-12-29T00:00:00.000","1994-12-29T00:00:00.000"
"829.95","COP","1994-12-28T00:00:00.000","1994-12-28T00:00:00.000"
"827.33","COP","1994-12-27T00:00:00.000","1994-12-27T00:00:00.000"
"826.47","COP","1994-12-24T00:00:00.000","1994-12-26T00:00:00.000"
"827.7","COP","1994-12-23T00:00:00.000","1994-12-23T00:00:00.000"
"827.95","COP","1994-12-22T00:00:00.000","1994-12-22T00:00:00.000"
"830.16","COP","1994-12-21T00:00:00.000","1994-12-21T00:00:00.000"
"831.06","COP","1994-12-20T00:00:00.000","1994-12-20T00:00:00.000"
"829.72","COP","1994-12-17T00:00:00.000","1994-12-19T00:00:00.000"
"827.6","COP","1994-12-16T00:00:00.000","1994-12-16T00:00:00.000"
"825.0","COP","1994-12-15T00:00:00.000","1994-12-15T00:00:00.000"
"824.68","COP","1994-12-14T00:00:00.000","1994-12-14T00:00:00.000"
"831.91","COP","1994-12-13T00:00:00.000","1994-12-13T00:00:00.000"
"831.49","COP","1994-12-10T00:00:00.000","1994-12-12T00:00:00.000"
"831.1","COP","1994-12-08T00:00:00.000","1994-12-09T00:00:00.000"
"830.85","COP","1994-12-07T00:00:00.000","1994-12-07T00:00:00.000"
"830.37","COP","1994-12-06T00:00:00.000","1994-12-06T00:00:00.000"
"830.0","COP","1994-12-03T00:00:00.000","1994-12-05T00:00:00.000"
"829.56","COP","1994-12-02T00:00:00.000","1994-12-02T00:00:00.000"
"829.29","COP","1994-12-01T00:00:00.000","1994-12-01T00:00:00.000"
"829.03","COP","1994-11-30T00:00:00.000","1994-11-30T00:00:00.000"
"828.66","COP","1994-11-29T00:00:00.000","1994-11-29T00:00:00.000"
"828.42","COP","1994-11-26T00:00:00.000","1994-11-28T00:00:00.000"
"828.76","COP","1994-11-25T00:00:00.000","1994-11-25T00:00:00.000"
"828.67","COP","1994-11-24T00:00:00.000","1994-11-24T00:00:00.000"
"830.74","COP","1994-11-23T00:00:00.000","1994-11-23T00:00:00.000"
"829.08","COP","1994-11-22T00:00:00.000","1994-11-22T00:00:00.000"
"828.46","COP","1994-11-19T00:00:00.000","1994-11-21T00:00:00.000"
"830.49","COP","1994-11-18T00:00:00.000","1994-11-18T00:00:00.000"
"828.74","COP","1994-11-17T00:00:00.000","1994-11-17T00:00:00.000"
"826.45","COP","1994-11-16T00:00:00.000","1994-11-16T00:00:00.000"
"825.87","COP","1994-11-12T00:00:00.000","1994-11-15T00:00:00.000"
"825.17","COP","1994-11-11T00:00:00.000","1994-11-11T00:00:00.000"
"826.84","COP","1994-11-10T00:00:00.000","1994-11-10T00:00:00.000"
"829.09","COP","1994-11-09T00:00:00.000","1994-11-09T00:00:00.000"
"831.25","COP","1994-11-05T00:00:00.000","1994-11-08T00:00:00.000"
"833.19","COP","1994-11-04T00:00:00.000","1994-11-04T00:00:00.000"
"836.18","COP","1994-11-03T00:00:00.000","1994-11-03T00:00:00.000"
"837.79","COP","1994-11-02T00:00:00.000","1994-11-02T00:00:00.000"
"837.62","COP","1994-11-01T00:00:00.000","1994-11-01T00:00:00.000"
"838.55","COP","1994-10-29T00:00:00.000","1994-10-31T00:00:00.000"
"840.05","COP","1994-10-28T00:00:00.000","1994-10-28T00:00:00.000"
"841.32","COP","1994-10-27T00:00:00.000","1994-10-27T00:00:00.000"
"843.48","COP","1994-10-26T00:00:00.000","1994-10-26T00:00:00.000"
"842.6","COP","1994-10-25T00:00:00.000","1994-10-25T00:00:00.000"
"841.41","COP","1994-10-22T00:00:00.000","1994-10-24T00:00:00.000"
"838.32","COP","1994-10-21T00:00:00.000","1994-10-21T00:00:00.000"
"836.72","COP","1994-10-20T00:00:00.000","1994-10-20T00:00:00.000"
"835.33","COP","1994-10-19T00:00:00.000","1994-10-19T00:00:00.000"
"834.83","COP","1994-10-15T00:00:00.000","1994-10-18T00:00:00.000"
"836.01","COP","1994-10-14T00:00:00.000","1994-10-14T00:00:00.000"
"836.4","COP","1994-10-13T00:00:00.000","1994-10-13T00:00:00.000"
"835.38","COP","1994-10-12T00:00:00.000","1994-10-12T00:00:00.000"
"835.59","COP","1994-10-11T00:00:00.000","1994-10-11T00:00:00.000"
"836.8","COP","1994-10-08T00:00:00.000","1994-10-10T00:00:00.000"
"840.06","COP","1994-10-07T00:00:00.000","1994-10-07T00:00:00.000"
"842.54","COP","1994-10-06T00:00:00.000","1994-10-06T00:00:00.000"
"844.4","COP","1994-10-05T00:00:00.000","1994-10-05T00:00:00.000"
"843.65","COP","1994-10-04T00:00:00.000","1994-10-04T00:00:00.000"
"843.0","COP","1994-10-01T00:00:00.000","1994-10-03T00:00:00.000"
"842.0","COP","1994-09-30T00:00:00.000","1994-09-30T00:00:00.000"
"841.32","COP","1994-09-29T00:00:00.000","1994-09-29T00:00:00.000"
"841.51","COP","1994-09-28T00:00:00.000","1994-09-28T00:00:00.000"
"840.23","COP","1994-09-27T00:00:00.000","1994-09-27T00:00:00.000"
"839.46","COP","1994-09-24T00:00:00.000","1994-09-26T00:00:00.000"
"841.53","COP","1994-09-23T00:00:00.000","1994-09-23T00:00:00.000"
"842.7","COP","1994-09-22T00:00:00.000","1994-09-22T00:00:00.000"
"841.82","COP","1994-09-21T00:00:00.000","1994-09-21T00:00:00.000"
"838.63","COP","1994-09-20T00:00:00.000","1994-09-20T00:00:00.000"
"837.21","COP","1994-09-17T00:00:00.000","1994-09-19T00:00:00.000"
"833.1","COP","1994-09-16T00:00:00.000","1994-09-16T00:00:00.000"
"827.86","COP","1994-09-15T00:00:00.000","1994-09-15T00:00:00.000"
"824.34","COP","1994-09-14T00:00:00.000","1994-09-14T00:00:00.000"
"821.62","COP","1994-09-13T00:00:00.000","1994-09-13T00:00:00.000"
"820.26","COP","1994-09-10T00:00:00.000","1994-09-12T00:00:00.000"
"820.02","COP","1994-09-09T00:00:00.000","1994-09-09T00:00:00.000"
"819.24","COP","1994-09-08T00:00:00.000","1994-09-08T00:00:00.000"
"818.21","COP","1994-09-07T00:00:00.000","1994-09-07T00:00:00.000"
"817.8","COP","1994-09-06T00:00:00.000","1994-09-06T00:00:00.000"
"818.81","COP","1994-09-03T00:00:00.000","1994-09-05T00:00:00.000"
"817.64","COP","1994-09-02T00:00:00.000","1994-09-02T00:00:00.000"
"816.08","COP","1994-09-01T00:00:00.000","1994-09-01T00:00:00.000"
"816.3","COP","1994-08-31T00:00:00.000","1994-08-31T00:00:00.000"
"816.18","COP","1994-08-30T00:00:00.000","1994-08-30T00:00:00.000"
"816.29","COP","1994-08-27T00:00:00.000","1994-08-29T00:00:00.000"
"817.4","COP","1994-08-26T00:00:00.000","1994-08-26T00:00:00.000"
"816.77","COP","1994-08-25T00:00:00.000","1994-08-25T00:00:00.000"
"816.58","COP","1994-08-24T00:00:00.000","1994-08-24T00:00:00.000"
"815.2","COP","1994-08-23T00:00:00.000","1994-08-23T00:00:00.000"
"813.76","COP","1994-08-20T00:00:00.000","1994-08-22T00:00:00.000"
"813.88","COP","1994-08-19T00:00:00.000","1994-08-19T00:00:00.000"
"813.93","COP","1994-08-18T00:00:00.000","1994-08-18T00:00:00.000"
"814.4","COP","1994-08-17T00:00:00.000","1994-08-17T00:00:00.000"
"814.94","COP","1994-08-13T00:00:00.000","1994-08-16T00:00:00.000"
"815.84","COP","1994-08-12T00:00:00.000","1994-08-12T00:00:00.000"
"815.4","COP","1994-08-11T00:00:00.000","1994-08-11T00:00:00.000"
"813.64","COP","1994-08-10T00:00:00.000","1994-08-10T00:00:00.000"
"812.39","COP","1994-08-09T00:00:00.000","1994-08-09T00:00:00.000"
"811.91","COP","1994-08-06T00:00:00.000","1994-08-08T00:00:00.000"
"812.57","COP","1994-08-05T00:00:00.000","1994-08-05T00:00:00.000"
"812.69","COP","1994-08-04T00:00:00.000","1994-08-04T00:00:00.000"
"814.53","COP","1994-08-03T00:00:00.000","1994-08-03T00:00:00.000"
"815.89","COP","1994-08-02T00:00:00.000","1994-08-02T00:00:00.000"
"815.62","COP","1994-07-30T00:00:00.000","1994-08-01T00:00:00.000"
"815.62","COP","1994-07-29T00:00:00.000","1994-07-29T00:00:00.000"
"815.8","COP","1994-07-28T00:00:00.000","1994-07-28T00:00:00.000"
"815.75","COP","1994-07-27T00:00:00.000","1994-07-27T00:00:00.000"
"816.34","COP","1994-07-26T00:00:00.000","1994-07-26T00:00:00.000"
"816.68","COP","1994-07-23T00:00:00.000","1994-07-25T00:00:00.000"
"817.18","COP","1994-07-22T00:00:00.000","1994-07-22T00:00:00.000"
"817.49","COP","1994-07-20T00:00:00.000","1994-07-21T00:00:00.000"
"818.44","COP","1994-07-19T00:00:00.000","1994-07-19T00:00:00.000"
"821.04","COP","1994-07-16T00:00:00.000","1994-07-18T00:00:00.000"
"822.28","COP","1994-07-15T00:00:00.000","1994-07-15T00:00:00.000"
"822.79","COP","1994-07-14T00:00:00.000","1994-07-14T00:00:00.000"
"823.12","COP","1994-07-13T00:00:00.000","1994-07-13T00:00:00.000"
"822.14","COP","1994-07-12T00:00:00.000","1994-07-12T00:00:00.000"
"822.34","COP","1994-07-09T00:00:00.000","1994-07-11T00:00:00.000"
"820.24","COP","1994-07-08T00:00:00.000","1994-07-08T00:00:00.000"
"820.42","COP","1994-07-07T00:00:00.000","1994-07-07T00:00:00.000"
"818.45","COP","1994-07-06T00:00:00.000","1994-07-06T00:00:00.000"
"817.92","COP","1994-07-02T00:00:00.000","1994-07-05T00:00:00.000"
"818.05","COP","1994-07-01T00:00:00.000","1994-07-01T00:00:00.000"
"819.64","COP","1994-06-30T00:00:00.000","1994-06-30T00:00:00.000"
"818.73","COP","1994-06-29T00:00:00.000","1994-06-29T00:00:00.000"
"820.13","COP","1994-06-28T00:00:00.000","1994-06-28T00:00:00.000"
"821.0","COP","1994-06-25T00:00:00.000","1994-06-27T00:00:00.000"
"822.87","COP","1994-06-24T00:00:00.000","1994-06-24T00:00:00.000"
"824.76","COP","1994-06-23T00:00:00.000","1994-06-23T00:00:00.000"
"826.9","COP","1994-06-22T00:00:00.000","1994-06-22T00:00:00.000"
"828.94","COP","1994-06-21T00:00:00.000","1994-06-21T00:00:00.000"
"826.61","COP","1994-06-18T00:00:00.000","1994-06-20T00:00:00.000"
"831.28","COP","1994-06-17T00:00:00.000","1994-06-17T00:00:00.000"
"833.35","COP","1994-06-16T00:00:00.000","1994-06-16T00:00:00.000"
"833.16","COP","1994-06-15T00:00:00.000","1994-06-15T00:00:00.000"
"833.19","COP","1994-06-11T00:00:00.000","1994-06-14T00:00:00.000"
"834.96","COP","1994-06-10T00:00:00.000","1994-06-10T00:00:00.000"
"838.03","COP","1994-06-09T00:00:00.000","1994-06-09T00:00:00.000"
"839.56","COP","1994-06-08T00:00:00.000","1994-06-08T00:00:00.000"
"840.37","COP","1994-06-04T00:00:00.000","1994-06-07T00:00:00.000"
"841.44","COP","1994-06-03T00:00:00.000","1994-06-03T00:00:00.000"
"842.0","COP","1994-06-02T00:00:00.000","1994-06-02T00:00:00.000"
"841.93","COP","1994-06-01T00:00:00.000","1994-06-01T00:00:00.000"
"841.12","COP","1994-05-31T00:00:00.000","1994-05-31T00:00:00.000"
"840.93","COP","1994-05-28T00:00:00.000","1994-05-30T00:00:00.000"
"841.86","COP","1994-05-27T00:00:00.000","1994-05-27T00:00:00.000"
"842.22","COP","1994-05-26T00:00:00.000","1994-05-26T00:00:00.000"
"843.08","COP","1994-05-25T00:00:00.000","1994-05-25T00:00:00.000"
"842.92","COP","1994-05-24T00:00:00.000","1994-05-24T00:00:00.000"
"842.33","COP","1994-05-21T00:00:00.000","1994-05-23T00:00:00.000"
"842.64","COP","1994-05-20T00:00:00.000","1994-05-20T00:00:00.000"
"842.83","COP","1994-05-19T00:00:00.000","1994-05-19T00:00:00.000"
"842.21","COP","1994-05-18T00:00:00.000","1994-05-18T00:00:00.000"
"842.23","COP","1994-05-14T00:00:00.000","1994-05-17T00:00:00.000"
"843.24","COP","1994-05-13T00:00:00.000","1994-05-13T00:00:00.000"
"841.92","COP","1994-05-12T00:00:00.000","1994-05-12T00:00:00.000"
"841.33","COP","1994-05-11T00:00:00.000","1994-05-11T00:00:00.000"
"841.27","COP","1994-05-10T00:00:00.000","1994-05-10T00:00:00.000"
"841.7","COP","1994-05-07T00:00:00.000","1994-05-09T00:00:00.000"
"841.25","COP","1994-05-06T00:00:00.000","1994-05-06T00:00:00.000"
"841.0","COP","1994-05-05T00:00:00.000","1994-05-05T00:00:00.000"
"839.14","COP","1994-05-04T00:00:00.000","1994-05-04T00:00:00.000"
"838.04","COP","1994-05-03T00:00:00.000","1994-05-03T00:00:00.000"
"836.86","COP","1994-04-30T00:00:00.000","1994-05-02T00:00:00.000"
"837.27","COP","1994-04-29T00:00:00.000","1994-04-29T00:00:00.000"
"838.28","COP","1994-04-28T00:00:00.000","1994-04-28T00:00:00.000"
"837.31","COP","1994-04-27T00:00:00.000","1994-04-27T00:00:00.000"
"835.4","COP","1994-04-26T00:00:00.000","1994-04-26T00:00:00.000"
"836.96","COP","1994-04-23T00:00:00.000","1994-04-25T00:00:00.000"
"838.25","COP","1994-04-22T00:00:00.000","1994-04-22T00:00:00.000"
"834.3","COP","1994-04-21T00:00:00.000","1994-04-21T00:00:00.000"
"831.24","COP","1994-04-20T00:00:00.000","1994-04-20T00:00:00.000"
"829.47","COP","1994-04-19T00:00:00.000","1994-04-19T00:00:00.000"
"827.93","COP","1994-04-16T00:00:00.000","1994-04-18T00:00:00.000"
"827.44","COP","1994-04-15T00:00:00.000","1994-04-15T00:00:00.000"
"827.96","COP","1994-04-14T00:00:00.000","1994-04-14T00:00:00.000"
"828.81","COP","1994-04-13T00:00:00.000","1994-04-13T00:00:00.000"
"829.32","COP","1994-04-12T00:00:00.000","1994-04-12T00:00:00.000"
"828.92","COP","1994-04-09T00:00:00.000","1994-04-11T00:00:00.000"
"825.28","COP","1994-04-08T00:00:00.000","1994-04-08T00:00:00.000"
"822.57","COP","1994-04-07T00:00:00.000","1994-04-07T00:00:00.000"
"820.93","COP","1994-04-06T00:00:00.000","1994-04-06T00:00:00.000"
"820.21","COP","1994-04-05T00:00:00.000","1994-04-05T00:00:00.000"
"819.51","COP","1994-03-31T00:00:00.000","1994-04-04T00:00:00.000"
"820.78","COP","1994-03-30T00:00:00.000","1994-03-30T00:00:00.000"
"820.63","COP","1994-03-29T00:00:00.000","1994-03-29T00:00:00.000"
"821.14","COP","1994-03-26T00:00:00.000","1994-03-28T00:00:00.000"
"821.7","COP","1994-03-25T00:00:00.000","1994-03-25T00:00:00.000"
"821.82","COP","1994-03-24T00:00:00.000","1994-03-24T00:00:00.000"
"821.73","COP","1994-03-23T00:00:00.000","1994-03-23T00:00:00.000"
"821.34","COP","1994-03-19T00:00:00.000","1994-03-22T00:00:00.000"
"820.91","COP","1994-03-18T00:00:00.000","1994-03-18T00:00:00.000"
"820.44","COP","1994-03-17T00:00:00.000","1994-03-17T00:00:00.000"
"818.49","COP","1994-03-16T00:00:00.000","1994-03-16T00:00:00.000"
"818.69","COP","1994-03-15T00:00:00.000","1994-03-15T00:00:00.000"
"818.62","COP","1994-03-12T00:00:00.000","1994-03-14T00:00:00.000"
"818.46","COP","1994-03-11T00:00:00.000","1994-03-11T00:00:00.000"
"818.37","COP","1994-03-10T00:00:00.000","1994-03-10T00:00:00.000"
"818.02","COP","1994-03-09T00:00:00.000","1994-03-09T00:00:00.000"
"817.76","COP","1994-03-08T00:00:00.000","1994-03-08T00:00:00.000"
"817.86","COP","1994-03-05T00:00:00.000","1994-03-07T00:00:00.000"
"818.7","COP","1994-03-04T00:00:00.000","1994-03-04T00:00:00.000"
"819.61","COP","1994-03-03T00:00:00.000","1994-03-03T00:00:00.000"
"819.83","COP","1994-03-02T00:00:00.000","1994-03-02T00:00:00.000"
"820.12","COP","1994-03-01T00:00:00.000","1994-03-01T00:00:00.000"
"819.7","COP","1994-02-26T00:00:00.000","1994-02-28T00:00:00.000"
"819.68","COP","1994-02-25T00:00:00.000","1994-02-25T00:00:00.000"
"820.76","COP","1994-02-24T00:00:00.000","1994-02-24T00:00:00.000"
"818.33","COP","1994-02-23T00:00:00.000","1994-02-23T00:00:00.000"
"816.04","COP","1994-02-22T00:00:00.000","1994-02-22T00:00:00.000"
"814.13","COP","1994-02-19T00:00:00.000","1994-02-21T00:00:00.000"
"815.19","COP","1994-02-18T00:00:00.000","1994-02-18T00:00:00.000"
"816.1","COP","1994-02-17T00:00:00.000","1994-02-17T00:00:00.000"
"816.92","COP","1994-02-16T00:00:00.000","1994-02-16T00:00:00.000"
"817.59","COP","1994-02-15T00:00:00.000","1994-02-15T00:00:00.000"
"817.78","COP","1994-02-12T00:00:00.000","1994-02-14T00:00:00.000"
"817.88","COP","1994-02-11T00:00:00.000","1994-02-11T00:00:00.000"
"817.88","COP","1994-02-10T00:00:00.000","1994-02-10T00:00:00.000"
"817.81","COP","1994-02-09T00:00:00.000","1994-02-09T00:00:00.000"
"817.64","COP","1994-02-08T00:00:00.000","1994-02-08T00:00:00.000"
"818.0","COP","1994-02-05T00:00:00.000","1994-02-07T00:00:00.000"
"817.69","COP","1994-02-04T00:00:00.000","1994-02-04T00:00:00.000"
"817.96","COP","1994-02-03T00:00:00.000","1994-02-03T00:00:00.000"
